date,dewpoint_2m_temperature,maximum_2m_air_temperature,mean_2m_air_temperature,mean_sea_level_pressure,minimum_2m_air_temperature,surface_pressure,total_precipitation,u_component_of_wind_10m,v_component_of_wind_10m
2019-11-01,290.6305236816406,296.4346618652344,294.12506103515625,101853.6171875,292.5039978027344,100806.3515625,0.004297100007534027,3.5613231658935547,0.9416946768760681
2019-11-02,289.1352844238281,298.4324035644531,295.5516662597656,101225.1640625,293.3379211425781,100187.25,0.001766970381140709,5.3185930252075195,3.258236885070801
2019-11-03,287.6676940917969,296.61212158203125,295.1828308105469,100806.6171875,293.67431640625,99771.4140625,0.000797010026872158,8.447649002075195,3.1729822158813477
2019-11-04,287.6346435546875,297.1737365722656,294.3681335449219,101240.9296875,292.376220703125,100200.84375,0.00039327889680862427,5.991428375244141,2.2366998195648193
2019-11-05,286.4137878417969,294.28485107421875,292.4969787597656,101131.75,289.14306640625,100088.5,0.004657875746488571,6.9627299308776855,2.6553637981414795
2019-11-06,283.4087829589844,292.33612060546875,289.7276306152344,101370.9375,287.1883544921875,100318.9765625,0.005435148254036903,5.762589931488037,0.5640445351600647
2019-11-07,283.2113952636719,293.4198913574219,290.4151916503906,101249.84375,286.82373046875,100201.875,0.0002479255199432373,4.00305700302124,2.685758590698242
2019-11-08,281.3899230957031,290.577392578125,288.3963317871094,101331.3515625,286.5915222167969,100274.3046875,0.0055718570947647095,6.604807376861572,0.6768966317176819
2019-11-09,280.6813659667969,291.2164001464844,289.1844787597656,101801.1953125,286.8912048339844,100742.28125,0.0003604721277952194,7.4592204093933105,0.22875241935253143
2019-11-10,282.4958801269531,287.45867919921875,286.0033264160156,101158.3046875,283.8366394042969,100094.7109375,0.02992216683924198,4.831686019897461,0.7623739242553711
2019-11-11,281.0256042480469,288.5552978515625,286.9350891113281,101095.0859375,284.14398193359375,100033.6171875,0.004549514502286911,6.183703899383545,-1.888745665550232
2019-11-12,282.5312805175781,287.97540283203125,287.4626159667969,101044.1875,286.89801025390625,99988.8828125,0.009929362684488297,3.1787374019622803,-2.0418360233306885
2019-11-13,284.2867736816406,289.91033935546875,288.3803405761719,100997.6328125,286.1131286621094,99946.8984375,0.009136160835623741,5.446436405181885,2.582334041595459
2019-11-14,284.291259765625,293.2788391113281,289.7700500488281,100674.53125,286.15802001953125,99632.1484375,0.003291759639978409,4.697636127471924,3.1860740184783936
2019-11-15,281.38262939453125,288.2645263671875,286.1379089355469,100623.2734375,283.9501647949219,99567.3046875,0.004061112180352211,5.197206020355225,2.639425754547119
2019-11-16,280.1438903808594,285.9895935058594,284.51898193359375,100999.96875,283.6587829589844,99933.6015625,0.01290978118777275,5.370028972625732,0.5000640749931335
2019-11-17,279.41162109375,289.19378662109375,287.2785949707031,101503.59375,285.1905517578125,100441.5078125,0.0006027594208717346,6.175180912017822,2.33178448677063
2019-11-18,282.907958984375,289.45294189453125,286.7522277832031,101106.1640625,284.47003173828125,100048.1875,0.024332545697689056,4.95947265625,2.7283213138580322
2019-11-19,281.2229309082031,288.4981994628906,285.2033386230469,101709.28125,282.8539733886719,100640.4765625,0.003459326922893524,3.1989853382110596,0.8794671893119812
2019-11-20,280.3651428222656,289.7530822753906,285.9825744628906,101344.1171875,282.348388671875,100287.9921875,3.886409103870392e-05,0.4668412506580353,1.3204272985458374
2019-11-21,283.4494323730469,291.3427429199219,288.2612609863281,101161.4453125,285.2021179199219,100111.96875,6.889551877975464e-05,1.458597183227539,1.8568638563156128
2019-11-22,283.75946044921875,294.4199523925781,289.8697814941406,100665.5625,285.25433349609375,99628.7734375,0.0011638179421424866,0.09518516063690186,2.968897581100464
2019-11-23,284.3708190917969,292.5365295410156,289.94207763671875,100172.9140625,287.6502380371094,99133.3828125,0.009119542315602303,6.6379923820495605,3.548401117324829
2019-11-24,281.07122802734375,289.88970947265625,288.45379638671875,101219.3046875,286.72821044921875,100163.75,0.0003296881914138794,7.7718586921691895,-0.7341851592063904
2019-11-25,283.6024475097656,290.9466857910156,288.87890625,101522.15625,286.3038330078125,100466.875,0.00042703747749328613,5.995084762573242,1.869153380393982
2019-11-26,286.12109375,292.5574035644531,289.7420349121094,101492.4296875,287.3642272949219,100444.0546875,6.336160004138947e-05,2.3988089561462402,1.8247452974319458
2019-11-27,286.3267822265625,293.87884521484375,291.1102600097656,101353.2890625,287.5711669921875,100308.9765625,2.576597034931183e-05,3.8079588413238525,1.9499174356460571
2019-11-28,286.0332946777344,292.1656188964844,289.8865661621094,101758.7421875,286.2865905761719,100707.15625,2.1152198314666748e-05,3.6088438034057617,0.9001285433769226
2019-11-29,284.8809509277344,292.0959167480469,288.4643249511719,102024.2734375,285.7813415527344,100969.4609375,-1.862645149230957e-09,1.8615660667419434,1.0910028219223022
2019-11-30,284.8235168457031,293.076416015625,288.4587707519531,102011.875,285.0408020019531,100959.8046875,-4.284083843231201e-08,-0.13843370974063873,0.7909744381904602
2019-12-01,284.5288391113281,292.34576416015625,288.69171142578125,101382.9140625,285.9404296875,100338.4609375,1.862645149230957e-09,-0.07600728422403336,1.0901321172714233
2019-12-02,285.2301330566406,291.0942687988281,288.4514465332031,101204.84375,285.60150146484375,100152.75,4.997476935386658e-05,-2.453336477279663,-0.37746933102607727
2019-12-03,286.09393310546875,290.89813232421875,289.1817321777344,100773.4453125,287.6932373046875,99728.28125,5.802139639854431e-05,-5.210768222808838,-0.7600201964378357
2019-12-04,283.04754638671875,288.31915283203125,286.98443603515625,100523.0625,286.00177001953125,99474.21875,0.005779733881354332,1.914582371711731,2.4377858638763428
2019-12-05,283.37689208984375,291.18463134765625,287.9466552734375,101614.2734375,285.45269775390625,100561.6171875,6.50063157081604e-06,-1.0135966539382935,0.9629933834075928
2019-12-06,282.8962707519531,293.01336669921875,288.5248718261719,102065.46875,284.8631286621094,101012.7578125,0.0,-1.4429329633712769,1.489721417427063
2019-12-07,283.33892822265625,291.3783874511719,287.57501220703125,102077.3515625,284.6834716796875,101021.75,2.9616057872772217e-06,-1.2587878704071045,0.07812760025262833
2019-12-08,285.8520812988281,288.70263671875,287.2906799316406,102294.90625,286.26690673828125,101226.15625,0.008476560935378075,1.3780282735824585,-0.07267207652330399
2019-12-09,284.933837890625,290.30584716796875,288.07122802734375,102419.5859375,285.373046875,101352.7578125,0.0004399046301841736,5.347057819366455,0.9655342102050781
2019-12-10,282.28662109375,289.1689758300781,286.98883056640625,102472.1484375,283.7987365722656,101401.2421875,0.0013219211250543594,2.5503828525543213,-1.544610857963562
2019-12-11,282.4950256347656,290.4471740722656,287.1580810546875,102097.625,282.6023864746094,101033.2265625,0.0016508009284734726,4.0938591957092285,1.1513944864273071
2019-12-12,281.3614196777344,288.673583984375,287.4329528808594,101891.0703125,285.3562927246094,100826.9921875,0.00041898712515830994,5.757861614227295,0.5749004483222961
2019-12-13,283.9896545410156,291.3699645996094,289.8678283691406,101305.5546875,287.6463623046875,100255.3359375,5.318969488143921e-05,9.466429710388184,2.8544065952301025
2019-12-14,284.2264404296875,291.73443603515625,288.9929504394531,101800.9453125,285.2126770019531,100745.8671875,6.495043635368347e-06,4.064996719360352,1.8202496767044067
2019-12-15,283.4761657714844,291.4118347167969,287.44049072265625,101664.78125,284.52398681640625,100616.5625,-4.284083843231201e-08,-0.4480767250061035,0.808631181716919
2019-12-16,279.5166931152344,294.24725341796875,291.59332275390625,100969.6171875,286.0606994628906,99929.71875,0.0,-1.2318600416183472,6.000362873077393
2019-12-17,281.4577941894531,292.58367919921875,291.20086669921875,100634.4609375,287.5502624511719,99595.8203125,0.0005368199199438095,-1.7708114385604858,2.670748710632324
2019-12-18,284.6185607910156,288.20062255859375,287.25433349609375,101586.0859375,286.1249694824219,100524.6328125,0.009122317656874657,4.992468357086182,0.13876482844352722
2019-12-19,280.9963684082031,290.5653076171875,286.986572265625,101902.7890625,284.7138671875,100843.0078125,1.862645149230957e-09,1.8178038597106934,2.3006043434143066
2019-12-20,281.5925598144531,293.419189453125,290.1221618652344,101216.5703125,285.2351379394531,100175.0,0.001026257872581482,1.4523593187332153,4.928538799285889
2019-12-21,284.8061828613281,294.20660400390625,293.2127990722656,101113.4453125,292.54302978515625,100074.2890625,0.0001898389309644699,8.24301815032959,4.162655353546143
2019-12-22,283.3187561035156,293.4942626953125,292.2447814941406,101723.5234375,290.7018737792969,100675.2265625,0.0,9.11418628692627,2.0611836910247803
2019-12-23,284.8674011230469,291.18438720703125,289.43878173828125,102574.09375,286.47137451171875,101510.75,8.58306884765625e-06,4.844991207122803,0.7802860736846924
2019-12-24,281.9229431152344,293.4901123046875,288.25885009765625,102777.8515625,284.31536865234375,101717.0078125,0.0,0.4580709934234619,1.2578450441360474
2019-12-25,282.7674255371094,293.1820983886719,287.1790466308594,102420.6484375,283.1592102050781,101367.8046875,-1.862645149230957e-09,-0.9467551708221436,0.5842195153236389
2019-12-26,282.8315124511719,291.2513122558594,287.1919860839844,102508.3984375,283.8525085449219,101447.5546875,-4.284083843231201e-08,0.9081015586853027,0.44844844937324524
2019-12-27,282.8562316894531,290.4194641113281,286.72515869140625,102797.125,283.6956481933594,101725.4453125,5.720183253288269e-06,-2.667795181274414,-0.42441096901893616
2019-12-28,281.9093322753906,289.47979736328125,285.96917724609375,102934.4765625,282.8028259277344,101858.8359375,2.1008774638175964e-05,-2.3729031085968018,-0.1849977970123291
2019-12-29,281.21746826171875,288.779541015625,285.6329040527344,103071.9375,283.2225036621094,101990.8359375,3.748573362827301e-05,-2.151446580886841,-0.6732039451599121
2019-12-30,279.54827880859375,288.6510009765625,285.3552551269531,103127.2421875,282.7095947265625,102044.125,1.2274831533432007e-05,-2.2871997356414795,-0.5621892809867859
